lq_name,epoch,unit_guid,unit_name,unit_class,start_time,damage_state,parent_unit_guid,parent_unit_name,target_unit_guid,target_unit_name
自动想定机型-图2米3苏4-反辐射,1,2da04765-f7f7-46b6-a547-236d8b1230fc,RIM-162A #145,RIM-162A,1644551304,1644551356,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,ff39ab87-37f2-4108-842d-5d33a463b1cc,AS-4 Kitchen D [Kh-32] #129
自动想定机型-图2米3苏4-反辐射,1,87378ae9-091e-4b50-9865-52e42207c60a,AIM-120C-5型先进中程空空导弹 P3I.2 #146,AIM-120C-5型先进中程空空导弹 P3I.2,1644551314,1644551405,0,197e92d6-9cf2-4a59-995a-7bfb62637ebe,F/A-18 #1,b75e894f-f62e-4b3e-aa0e-5a15510a01d6,米格-29K #1
自动想定机型-图2米3苏4-反辐射,1,78324758-580d-4278-91ae-b2100d664e9b,RIM-162A #147,RIM-162A,1644551315,1644551342,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,efeacf00-b09b-4b43-96be-62fd28585d7c,AS-4 Kitchen D [Kh-32] #130
自动想定机型-图2米3苏4-反辐射,1,d8522f66-ca63-4cc7-8b2a-7ceca74bff2e,R-77-1型“蝰蛇”空空导弹[RVV-SD，北约代号：AA-12] #148,R-77-1型“蝰蛇”空空导弹[RVV-SD，北约代号：AA-12],1644551316,1644551411,0,b75e894f-f62e-4b3e-aa0e-5a15510a01d6,米格-29K #1,197e92d6-9cf2-4a59-995a-7bfb62637ebe,F/A-18 #1
自动想定机型-图2米3苏4-反辐射,1,813ceda7-53c0-4c0e-8cc6-8b8320d3b2bc,RIM-162A #149,RIM-162A,1644551317,1644551369,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,efeacf00-b09b-4b43-96be-62fd28585d7c,AS-4 Kitchen D [Kh-32] #130
自动想定机型-图2米3苏4-反辐射,1,79131cc6-b94d-48b8-9967-7a9b5e533bec,AIM-120C-5型先进中程空空导弹 P3I.2 #150,AIM-120C-5型先进中程空空导弹 P3I.2,1644551319,1644551410,0,197e92d6-9cf2-4a59-995a-7bfb62637ebe,F/A-18 #1,b75e894f-f62e-4b3e-aa0e-5a15510a01d6,米格-29K #1
自动想定机型-图2米3苏4-反辐射,1,147fc545-c658-46ef-9083-8397f983ab1f,R-77-1型“蝰蛇”空空导弹[RVV-SD，北约代号：AA-12] #151,R-77-1型“蝰蛇”空空导弹[RVV-SD，北约代号：AA-12],1644551321,1644551416,0,b75e894f-f62e-4b3e-aa0e-5a15510a01d6,米格-29K #1,197e92d6-9cf2-4a59-995a-7bfb62637ebe,F/A-18 #1
自动想定机型-图2米3苏4-反辐射,1,0f811d74-fe01-43c0-a7a5-f5957f188362,霹雳-10型空对空导弹 #152,霹雳-10型空对空导弹,1644551337,1644551368,0,69e2e3e9-73a1-4405-8b7a-de543fac488b,导弹1 #1,8af30eb1-7423-4552-b484-7797099e137b,F/A-18 #4
自动想定机型-图2米3苏4-反辐射,1,179b60c5-a138-47b1-8ac9-481a97985b16,霹雳-10型空对空导弹 #153,霹雳-10型空对空导弹,1644551338,1644551372,0,69e2e3e9-73a1-4405-8b7a-de543fac488b,导弹1 #1,8af30eb1-7423-4552-b484-7797099e137b,F/A-18 #4
自动想定机型-图2米3苏4-反辐射,1,bc464f0d-99c2-47dc-8626-0e85234d778e,AIM-9M型“响尾蛇”空空导弹 #154,AIM-9M型“响尾蛇”空空导弹,1644551340,1644551371,0,8af30eb1-7423-4552-b484-7797099e137b,F/A-18 #4,69e2e3e9-73a1-4405-8b7a-de543fac488b,导弹1 #1
自动想定机型-图2米3苏4-反辐射,1,6450a698-1f68-4fd8-8762-e543d7684e86,AIM-120D型先进中程空空导弹 P3I.4 #155,AIM-120D型先进中程空空导弹 P3I.4,1644551370,1644551476,0,bcecab0a-6941-4db0-8fb9-49ae9a8a6549,F-35C #1,69e2e3e9-73a1-4405-8b7a-de543fac488b,导弹1 #1
自动想定机型-图2米3苏4-反辐射,1,fbaaa7b8-1db4-463b-8361-6e1b16175b57,AS-20 Kayak [Kh-35U Star] #156,AS-20 Kayak [Kh-35U Star],1644551458,1644552378,0,b75e894f-f62e-4b3e-aa0e-5a15510a01d6,米格-29K #1,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,22b8a14d-4c52-4603-8997-f82739aa629d,AS-20 Kayak [Kh-35U Star] #157,AS-20 Kayak [Kh-35U Star],1644551463,1644552424,0,b75e894f-f62e-4b3e-aa0e-5a15510a01d6,米格-29K #1,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,bffbe50c-0ebd-41fe-aec4-25ae1597b215,AS-20 Kayak [Kh-35U Star] #158,AS-20 Kayak [Kh-35U Star],1644551476,1644552444,0,f472b7ee-f931-4ad7-bd69-28ead40f3caa,米格-29K #2,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,7631ff81-c1ec-4a73-b5dd-7d39d63676a0,AS-20 Kayak [Kh-35U Star] #159,AS-20 Kayak [Kh-35U Star],1644551481,1644552383,0,f472b7ee-f931-4ad7-bd69-28ead40f3caa,米格-29K #2,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,9297c82d-2e77-48d9-a164-8c5250d18cb0,AS-20 Kayak [Kh-35U Star] #160,AS-20 Kayak [Kh-35U Star],1644551485,1644552349,0,a91dea35-f0cd-4ddc-a60d-51196dd2c89c,米格-29K #3,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,060571bb-3108-4279-9191-314b350ce497,AS-20 Kayak [Kh-35U Star] #161,AS-20 Kayak [Kh-35U Star],1644551489,1644552371,0,02b52b1c-1b47-4bf9-8517-06a2a690a731,苏-34 #3,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,98305083-3e8b-4ff4-ab09-070dfda26df6,AS-20 Kayak [Kh-35U Star] #162,AS-20 Kayak [Kh-35U Star],1644551490,1644552348,0,a91dea35-f0cd-4ddc-a60d-51196dd2c89c,米格-29K #3,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,985725fc-2ba8-4338-a3d8-e4d55a55ed66,AS-20 Kayak [Kh-35U Star] #163,AS-20 Kayak [Kh-35U Star],1644551494,1644552465,0,02b52b1c-1b47-4bf9-8517-06a2a690a731,苏-34 #3,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,8b83e720-d0f0-4004-b5a0-4b3e382f6ae9,AS-20 Kayak [Kh-35U Star] #164,AS-20 Kayak [Kh-35U Star],1644551517,1644552491,0,c796905d-85cc-4d2f-b24c-186db2e32f84,苏-34 #4,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,09bfc63e-320c-411b-9967-4dfffcd0d921,AS-20 Kayak [Kh-35U Star] #165,AS-20 Kayak [Kh-35U Star],1644551522,1644552489,0,c796905d-85cc-4d2f-b24c-186db2e32f84,苏-34 #4,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,17309771-449f-40cc-a7dc-ff6db3887f91,AS-20 Kayak [Kh-35U Star] #166,AS-20 Kayak [Kh-35U Star],1644551566,1644552430,0,88f83b76-c455-441d-907a-c3d0399d6393,苏-34 #1,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,e64288fd-3dec-4e43-b116-8fc6a19242ac,AS-20 Kayak [Kh-35U Star] #167,AS-20 Kayak [Kh-35U Star],1644551571,1644552525,0,88f83b76-c455-441d-907a-c3d0399d6393,苏-34 #1,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,0b88bd6f-781b-4cd1-8dda-15c115594cf4,AS-20 Kayak [Kh-35U Star] #168,AS-20 Kayak [Kh-35U Star],1644551609,1644552587,0,db248fec-f30f-4fbf-8608-4e21b6acfba3,苏-34 #2,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,98f8ffa0-6904-4ee0-970b-293c5959df80,AS-20 Kayak [Kh-35U Star] #169,AS-20 Kayak [Kh-35U Star],1644551614,1644552589,0,db248fec-f30f-4fbf-8608-4e21b6acfba3,苏-34 #2,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1
自动想定机型-图2米3苏4-反辐射,1,4e79cd40-e32b-4724-9da2-71be3a8ac297,RIM-162A #170,RIM-162A,1644552300,1644552332,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,fbaaa7b8-1db4-463b-8361-6e1b16175b57,AS-20 Kayak [Kh-35U Star] #156
自动想定机型-图2米3苏4-反辐射,1,472dd368-f98c-499a-b6d9-5d5c04562dec,RIM-162A #171,RIM-162A,1644552303,1644552335,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,22b8a14d-4c52-4603-8997-f82739aa629d,AS-20 Kayak [Kh-35U Star] #157
自动想定机型-图2米3苏4-反辐射,1,0f3384d8-fa36-41e9-8c51-24cd4fc1c8f6,RIM-162A #172,RIM-162A,1644552316,1644552348,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,98305083-3e8b-4ff4-ab09-070dfda26df6,AS-20 Kayak [Kh-35U Star] #162
自动想定机型-图2米3苏4-反辐射,1,5e173000-73c1-43f1-aaed-742d9eb4d5f3,RIM-162A #173,RIM-162A,1644552317,1644552349,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,9297c82d-2e77-48d9-a164-8c5250d18cb0,AS-20 Kayak [Kh-35U Star] #160
自动想定机型-图2米3苏4-反辐射,1,4620ac59-3685-48af-af95-bb74ad0648ce,RIM-162A #174,RIM-162A,1644552321,1644552353,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,bffbe50c-0ebd-41fe-aec4-25ae1597b215,AS-20 Kayak [Kh-35U Star] #158
自动想定机型-图2米3苏4-反辐射,1,28ce5764-4777-470c-a883-c3ea85d99f58,RIM-162A #175,RIM-162A,1644552324,1644552356,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,7631ff81-c1ec-4a73-b5dd-7d39d63676a0,AS-20 Kayak [Kh-35U Star] #159
自动想定机型-图2米3苏4-反辐射,1,2ea62185-eeff-4cff-a672-9d1afb9906dc,RIM-162A #176,RIM-162A,1644552334,1644552359,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,fbaaa7b8-1db4-463b-8361-6e1b16175b57,AS-20 Kayak [Kh-35U Star] #156
自动想定机型-图2米3苏4-反辐射,1,ce18530c-aa8e-471b-a817-2d1b39f1e4e7,RIM-162A #177,RIM-162A,1644552337,1644552362,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,22b8a14d-4c52-4603-8997-f82739aa629d,AS-20 Kayak [Kh-35U Star] #157
自动想定机型-图2米3苏4-反辐射,1,4d6dd52a-84ee-469e-bedf-c6addfba6948,RIM-162A #178,RIM-162A,1644552339,1644552371,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,060571bb-3108-4279-9191-314b350ce497,AS-20 Kayak [Kh-35U Star] #161
自动想定机型-图2米3苏4-反辐射,1,cb0cde37-382b-4dbf-82b2-c9a247a65f7a,RIM-162A #179,RIM-162A,1644552341,1644552373,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,985725fc-2ba8-4338-a3d8-e4d55a55ed66,AS-20 Kayak [Kh-35U Star] #163
自动想定机型-图2米3苏4-反辐射,1,b65d3125-89c1-4816-a308-ec673840b079,RIM-162A #180,RIM-162A,1644552355,1644552380,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,bffbe50c-0ebd-41fe-aec4-25ae1597b215,AS-20 Kayak [Kh-35U Star] #158
自动想定机型-图2米3苏4-反辐射,1,5fddee64-a237-4a5b-af9f-4751aba59f17,RIM-162A #181,RIM-162A,1644552358,1644552383,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,7631ff81-c1ec-4a73-b5dd-7d39d63676a0,AS-20 Kayak [Kh-35U Star] #159
自动想定机型-图2米3苏4-反辐射,1,792ece49-05e7-4e83-b219-6fa0232e31d7,RIM-162A #182,RIM-162A,1644552361,1644552378,0,df6c9f0e-5ea6-4c50-8af5-fc00531caca4,DDG 1,fbaaa7b8-1db4-463b-8361-6e1b16175b57,AS-20 Kayak [Kh-35U Star] #156
